@relation training_data

@attribute text string
@attribute emotion {positive,neutral,negative}

@data
' I ve asked him about this, and he has never really given me an answer ',neutral
' But I think about it alot, and I wonder exactly when did he decide to die 'positive
' I wonder what choices I would have made differently had that nurse from the clinic given me different results ',neutral
' Would you choose to live, or would you choose to die ',neutral
' However, if you are so compelled to do so, please leave your thoughts and comments ',neutral
' my birthday is on monday ',neutral
' im going to be trashed ',negative
' even tho i have work on monday which is my bday cause shop rite sucks my dick ',negative
' im usually always so pumped for my bday ',positive
' i seriously dont know what i am going to do at all ',neutral
' it just sucks when everything youve known for years just disappears ',negative
' alfkjaslkjfasjflka;sjdf;asjfals;fjlakjsf ',neutral
' i miss myrtle beach ',negative
' i cried on the way home from myrtle ',negative
' for many reasons ',neutral
' im hearbroken &lt;/3 ',negative
' myrtle&lt;/ ',neutral
' its not bad here at all ',neutral
' im just annoyed ',negative
' good b/c i def dont have the money to move out right now ',neutral
' all my substitute information is in ',neutral
' maybe things wont be so bad ',neutral
' then convince someone to move out with me ',neutral
' since everyone i wanted to get an apt with is now moving 29857938475 miles away all b/c of a freaking deadline 'negative
' ////the way you look at me/// ',neutral
' gnite darlin ',neutral
' Well, well, well ',neutral
' Hahaha ',positive
' Well, i\'m surprised that I actually found it 'positive
' so I searched for it and finally found it ',neutral
' Hahaha ',positive
' So, drop by and tell me what all of you are up to ',neutral
' I so missed all the cool people I met at SHS ',negative
' Not religious ritual (like baptism) or societal ritual (like shaking hands), but personal ritual ',neutral
' And how I can possibly develop more rituals and fewer ruts in my life ',neutral
' Granted, not the global, world-issues Big Picture, just MY Big Picture ',neutral
' Like that bag in American Beauty ',neutral
' I want the next 40 years to be lived on purpose ',neutral
' And how can I start now ',neutral
' One of my most surprising observations about this whole ritual thing is how much easier it was to establish new rituals when I was on location, as opposed to being at home 'positive
' [It makes sense that there is concern for addicts or alcoholics who successfully gets straight or sober some place other than where they live ',neutral
' So anyway ',neutral
' Rut ',neutral
' i\'m not advocating all-structure, all-the-time or anything ',neutral
' But I do know the perils of a life devoid of ritual 'negative
' I\'d like to say that my rituals are more active and crunchy ',neutral
' but alas, they aren\'t (yet) ',negative
' * Every day when I come home from work, the first thing I do is put on my pajamas ',neutral
' but when I started thinking about things I do regularly that I enjoy, that\'s definitely one of them ',positive
' * Every other Saturday, Catharine and I get manicures and pedicures ',neutral
' and we come away with the cutest toes ever ',neutral
' * A ritual I absolutely adore is going to the outdoor screenings at the Hollywood Forever Cemetery during the summer ',positive
' * When i\'m NOT working, I have been known to take myself to brunch on the weekends: just me and whatever novel i\'m currently enjoying ',positive
' Maybe after this show ends, i\'ll be able to start a new garden ',neutral
' How very telling ',neutral
' This is not good ',negative
' and the like are what come to mind ',neutral
' * i\'m happy to taste any new flavor of ice cream (I love to try new flavors!), but when it comes to ordering, it\'s always Mint Chip ',positive
' and ',neutral
' * My fear of insomnia keeps me from going to bed when i\'m really tired 'negative
' or just something totally mental that I do ',neutral
' How do you think we can instill more meaningful rituals into our lives ',neutral
' "The image of cartoonist after cartoonist sitting at folding tables selling comic books is truly a pathetic one ',negative
' It can be ego-crushing when no one comes to buy anything ',negative
' - Bart Beaty, whom I had the pleasure of meeting at the show, from his Conversational Eurocomics column on what SPX could learn from some European convention ',positive
' I really enjoyed myself at SPX, that delightsome Bethesda megamall of rare and exclusive purchases and the men and women who brought the wares about ',positive
' Don\'t sweat it, that\'s just my perception: I traveled the hour and a half trip down on Saturday with American Hero Chris Mautner (he attained that storied status by agreeing to drive), arrived a half-hour after the doors opened, stayed until 5:30, then went right back home ',neutral
' My SPX, in other words, was full of shopping and stalking the aisles ',neutral
' Show debuts ',neutral
' I met an awful lot of fine creators, but I hated taking up much of their table time; heaven knows by the afternoon there\'s a swarm of people waiting to trudge through the byways between tables, and one thousand distractions to attend to ',negative
' There were no signs to direct you to the panels or whatnot, though it wasn\'t hard to find someone to ask direction of ',neutral
' Upstairs there were masses of shoppers with bags and backpacks and totes, cookies and candies and muffins on certain tables to attract attention, and even a pair of folks operating hand puppets to entice a stray passerby ',neutral
' All of it in a building off the highway, malls and fences and the whipping metal sea of vehicles all around it ',neutral
' It was a hotel, on a road ',neutral
' After we passed by a large parking lot promising a furniture blowout sale, as well as a haunted attraction and possibly ponies or something in the back, we decided to turn around and stop at a little diner we\'d passed on the way ',neutral
' We hurried back from the gray highway to the center of comics and people, followed close behind by haunted ponies who\'d just bought cheap Barcaloungers for their ghost stable and were now jonesing for independent comics ',neutral
' I love walking around for things to buy, and traveling less than two hours to arrive at the comics spread of my dreams won\'t raise too many personal hackles, let me tell you ',positive
' i\'m also really glad I had Chris with me, since he knew a lot of faces that I didn t; he made a fine guide, though one of us would occasionally wander away from the other in the vein of the old NES version of Who Framed Roger Rabbit?, though i\'m unsure as to which one of us was Bob Hoskins ',positive
' Actually, I think maybe the best thing about SPX is how everyone is kind of pressed together, comics placed near one another seemingly without much concern for subject matter coherency (I heard it was a bit different in prior years, with multiple selling rooms and all); if the creators in attendance and the books on display weren\'t a comprehensive picture of English-language non-superhero comics, there was at least enough diversity to manage the illusion of comprehensiveness ',neutral
' To look only at this crowd, you\'d imagine that there was no question as to the diversity of the comics-reading audience ',neutral
' There was nowhere to sit in the former, since I got there late, so I sort of drifted in and out of hearing distance ',neutral
' Someone behind me turned to someone else and whispered "It\'s just like Civil War. ',neutral
' The Chippendale talk was different, a highly entertaining, digression-prone ramble by the artist through his history and procedure, moderated by Dan Nadel and with extra bonus contributions from Brian Ralph, who was seated in the back of the room ',positive
' Nobody was particularly brusque at SPX, at least from among the artists, but I found Chippendale to be consistently the most emphatic and friendly creator around ',neutral
' I tried to follow Tom\'s rule of not buying anything on my first trip around the room, but that didn\'t quite hold ',neutral
' BOOKS I GOT ',neutral
' Awakening Comics #1-2 by Steve Peters &amp; friends (I reviewed his The Origin of Sparky a few weeks ago; having walked away from the table, and indeed the entire convention, I suddenly realized that I\'d forgotten to actually tell Steve Peters who I was - another triumph of intellect! 'positive
' Cinema Sewer #19 edited by Robin Bougie (new issue of the funny, comics-heavy pamphlet-format magazine devoted entirely to the finest in exploitation and pornographic film - a creator\'s personality-powered publication, and I assure you that Robin Bougie is in real life exactly the way he portrays himself in the mag ',neutral
' Comics Comics #1-2 edited by Timothy Hodler &amp; Dan Nadel (I mentioned this yesterday, but didn\'t note that I also got a hard copy of issue #1 ',neutral
' Fuzz &amp; Pluck in Splitsville #4 (of 5) by Ted Stearn (surely I can\'t be the only fan of the mighty Fuzz &amp; Pluck; still, I ve never seen this in a store, though Fantagraphics had it at their table ',neutral
' 2 #1: Heavy Metal by various (from House of Twelve, a free giveaway show debut, parodying the original movie version of the magazine ',neutral
' Ninja by Brian Chippendale (debuted at the show, probably the book of the show, and I ve gushed enough already; when I went to Rick Veitch\'s table, he became momentarily transfixed with the transfixed and murmured "I want to make a book like this!" ',neutral
' Project: Romantic by various (debuted at the show, the newest in AdHouse\'s Project series of anthologies, this one strictly devoted to romance comics ',neutral
' R ',neutral
' So it was a nice trip ',positive
' A lot of good things to have, and good hands to shake ',positive
' I hope to do it again, and add on a few more convention experience points ',neutral
' My Mother Is A Fis ',neutral
' I think it\'s in the Gulf of Mexico or the Gulf of California, I can\'t remember which, but there\'s so much oxygen in the water they actually sleep ',neutral
' No, it\'s alright, I ve had a lot of time to come to terms with this ',neutral
' Some of my girlfriends have found it a little strange; I think it\'s one of the reasons they break up with me in the end, as if they need anymore reasons 'positive
' Most of the time, I sit in a chair ',neutral
' To try and remedy this, I spend my nights reading ',neutral
' How important can they be ',neutral
' But it was a good read, and if I did have a dream where I had sex with my mother, well, now I\'d know what it means ',positive
' Sometimes, I can\'t reading about this condition, though ',neutral
' I didn\'t always have this problem ',neutral
' I think ',neutral
' All this not sleeping has a terrible way of playing with your memory ',neutral
' They really do when there\'s no end ',neutral
' Do I go to work again tomorrow morning ',neutral
' It\'s Sunday, but tomorrow might be a holiday ',neutral
' But I think I work on that holiday ',neutral
' How else would I keep all these days straight ',neutral
' I can\'t always read about this condition, or whatever it may be ',neutral
' I\'d tell my doctor, but I don\'t go to a doctor ',neutral
' I weigh about 180 lbs, i\'m about 5 , 10", I don\'t have anything that seems to be wrong with me. I have these weird scars on my neck 'positive
' Something from when I was a kid ',neutral
' And there\'s the scar on my lip ',neutral
' I would say it was from some drunken night of excess, but I ve never blacked out either ',neutral
' Oh, I get drunk, but nothing seems to happen to me where I forget ',neutral
' I remember every second, every horrific moment leaning over a toilet and puking 'negative
' Selective memory, they say ',neutral
' You\'d think that\'d be a problem at work, but it\'s menial stuff ',neutral
' I spend most of my time in my cube typing and filing, thinking about what I read the night before, trying to process it, trying to figure out what is/has been happening to me. Last night, I read As I Lay Dying by William Faulkner ',neutral
' It\'s kind of confusing ',neutral
' I think he had a point ',neutral
' i\'m at work, and I left the book at home ',neutral
' Unless I returned it to the library ',neutral
' When it\'s nice ',neutral
' Just my books these days ',neutral
' My walk takes me by Lake Calhoun ',neutral
' Every so often, I walk around it ',neutral
' A shelf of clouds cover the sky, and Calhoun, choppy from the breeze, glitters only slightly ',neutral
' Soon the lake will be frozen, everyone walking on top of it ',neutral
' Just like the fisherman ',neutral
' I amble around the lake, and the people are slowly thinning out ',neutral
' I, on the other hand, have nothing to go home to ',negative
' I should have brought a book with me. Then I could read at the lak ',neutral
' I suppose the cold should annoy me. But it doesn t. I begin to take off my shoes ',negative
' But people swim in this, right ',neutral
' The water can\'t be that bad ',neutral
' People stare as I dangle my feet into the lake in October 'positive
' No one is in the lake, and I think everyone thinks something is wrong with me. Something is wrong me, but I still don\'t know what ',neutral
' A person walks by me and says something, but I don\'t know what, and i\'m singing something, but I can\'t place to tune ',neutral
' I think ',neutral
' But where else would I know it from ',neutral
' Vardaman is right ',neutral
' I just throw my clothes in a pile ',neutral
' My neck tingles as I hit the water and I sink, blowing bubbles ',neutral
' For the first time in my life I feel completely normal ',neutral
' Except for some tiger sharks ',neutral
' What a suck-ass day this turned out to be ',negative
' Work was fucked up ',negative
' Like Alice in Wonderland on a bad acid trip fucked up ',negative
' can I borrow ',neutral
' Mind you, I ve been treated like the asshole of the house for the past couple of weeks, and I didn\'t even do anything at all to deserve it ',negative
' And then one of them played a song that made me think of my mom, and suddenly, i\'m so depressed that all I want to do is go curl up in a ball and die ',negative
' And now the MAIN instigator in the house has come home ',negative
' December 1st ',neutral
' But for now, I go hide ',neutral
' This last week at school was nuts- it was the first time that I can remember where I was putting in the hours in the lab, really busting my ass- classes are going well and I feel like it all ties in- which I really like ',negative
' It\'s nice kind of being able to put everything together in my head ',neutral
' i\'m sure by now most people heard about the really sad disappearance and murder of Michelle-Gardner Quinn, a UVM student ',negative
' It\'s pretty awful- there\'s not much else to say about it ',negative
' I found out about it on the way to Boston this weekend and I was just shocked 'positive
' Even just this last week there is a definite change in atmosphere around these parts that is pretty sad ',negative
' I really can\'t imagine what her family and friends are going through right now because it\'s a really unnecessary situation- she did not have to die and that\'s probably the saddest part ',negative
' Anyways, i\'m not sure there\'s anything else I can add that hasn\'t been said over and over ',neutral
' It was so fun seeing everyone from way back- we ran into Eric and went out to see Michele so it was just so fun ',positive
' Work and school are getting a little intense but I ve found that I can do it- I just need to stay focused ',neutral
' My brother turns 16 on Wednesday (how.weird. 'positive
' and I am excited about the little booger haha ',positive
' Last week was so busy that I just TRASHED it ',neutral
' My mom would be so proud of me ',positive
' cold, rainy day ',neutral
' i took Shelby again ',neutral
' i didn\'t see her on Wednesday so i was surprised to find her at the shelter this morning 'positive
' once we got a the top of the trail and started to head down some spastic switch got turned on because she started acting a jumpy, darting all over the place, picking up stones, randomly chewing on tree roots, etc. she probably wanted to play but there\'s not much room for that on the trail especially on the way down a steep trail ',neutral
' i was surprised to see her sitting so still; spastic switch must have been turned off 'positive
'\'t started off with Smiley; a 2-3 year-old shepard-pitbull mix ',neutral
' he has a bad left eye which i don\'t think he has any vision ',neutral
' during the run we were calling him Lance (since he was nameless) because when he was laying on his back in the grass he would kick his legs like he was riding a bike; i wrote this stuff down on his sheet but i guess the officer\'s didn\'t like the name ',neutral
' X ',neutral
' This was the cake ',neutral
' It was fun-filled ',positive
' He turned 4 ',neutral
' this boy jumped in and blew it ',neutral
' He cried ',negative
' lol [they are cute brothers, no? ',positive
' I was scared to see him with a knife 'negative
' This smile made me more scared 'negative
' He first tore up the toy car ',negative
' and I tore up the cake ',neutral
' :D It was really yummy ',positive
' This is one of my co-workers grandson ',neutral
' I think he has a crush on me. X ',positive
' I adore her with all my heart ',positive
' &lt; ',neutral
' I didn\'t even think about what I was wearing or anything and just left ',neutral
' Christina\'s shoe ',neutral
' He looked tired ',neutral
' HAR HAR ',neutral
' This goes to show you have a bigger heart than I, Mango dearest ',positive
' XDDD ',neutral
' XD Oh well~ He was one coolio child ',neutral
' We need new ideas ',neutral
' This event was sooo fun ',positive
' It was like an exciting adventure where we walked 6 miles in the cold ',positive
' It was like 8 in the morning and so ',neutral
' and so we try to warm up ',neutral
' Alex, you suck ',negative
' I don\'t know ',neutral
' Anywho, this balloon man was awesome ',positive
' SO, this is where we begin our journey ',neutral
' Thousands and thousands of people attended ',neutral
' As we walked ',neutral
' and even more! ',neutral
' Two hours with Kevan, I should get credit for surviving that long with that nerd ',neutral
' Then we met him ',neutral
' I question that too ',neutral
' because they have a snazzy sign ',neutral
' Check out the look on Christina\'s face ',neutral
' Anywho, I got really interesting fortunes ',positive
' "Someone unexpected from your past with resurface. 'positive
' [and guess what 'positive
' I saw Kathy Vu during the walk ',neutral
' I haven\'t seen her in like two years 'positive
' Then, another someone unexpected too. 'positive
' As for Eff, he got "You will find the road to happiness by helping others. ',positive
' Eff likes bunnies ',neutral
' It was pretty good ',positive
' Check out "little dao s" face ',neutral
' and then meet "the nox" ',neutral
' X ',neutral
' Our first conversation was an argument in English class ',negative
' XD Yes people, he was baring a child, and then someone popped it ',neutral
' Anywho~ Today was fun ',positive
' I am going to do the AIDS walk again next year for fun ',positive
' Interact ended up being a whole ton better than I had expected ',neutral
' I stand barefoot by the ocean\'s edge, my feet sinking slowly, being sucked beneath the surface of the cool, wet sand ',neutral
' Head tilted back ',neutral
' enormous mounds of gray cotton batting clouds, only momentarily visible as they are back-lit by silent, random flashbulbs ',neutral
' I stretch my arms out as far as they will reach just as the first drum rolls of thunder pound my ears ',neutral
' Being the tallest object on the beach in a thunderstorm and living to write about it ',neutral
' Although my brother likes to point out the fact that every day for me is a weekend ',neutral
' Regardless of my temporal status as far as my brother is concerned, time still moves ahead at a frighteningly rapid pace 'negative
' I ordered the first season of Doctor Who on DVD ',neutral
' No, not the new first season, the William Hartnell black and white forty years ago suck it i\'m the first Doctor first season ',negative
' i\'m sorry but British television rules ',neutral
' Their historical society was having a century home tour as a fund raiser and my mother wanted to go ',neutral
' I assumed that with my niece in New York and my sister working a weekend job to keep her there that it would just be my mother and I; little did I know that she invited my sister-in-law to accompany us 'positive
' On the plus side, the home tour put me in the holiday spirit ',positive
' This week I am totally going to start my Christmas shopping ',positive
' I used to have it all done by Halloween so maybe i\'ll return to that tradition ',neutral
' I am actively seeking foreclosures and other deals, however, if I find one I want to get the financing out of the way to allow me to move quickly ',neutral
' And on that note, enjoy the remainder of your Sunday ',positive
' Well, we re half-way through our trip ',neutral
' I can\'t believe it 'positive
' It\'s amazing ',positive
' we\'ll sightsee there and then take another train to Venice in the evening ',neutral
' From there it\'s on to Switzerland and then France ',neutral
' Wow ',positive
' There is a church or ruins everywhere you look ',neutral
' The Coliseum (or Colosseo) was awesome ',positive
' That it is still standing for us to see is.  well, I feel very lucky ',positive
' Amazing ',positive
' To enter the Museums it was about a two hour wait ',neutral
' In October the Museums close quite early (1:20pm), so by the time we got in we didn\'t have a whole lot of time to see things ',neutral
' Ah well ',neutral
' At all ',neutral
' We walked around pretty much the entire city until we found it ',neutral
' It was beautiful, and FULL of people and tour buses ',positive
' Didn\'t have to wait too long, though ',neutral
' Inside was stunning- and FULL of people 'positive
' And then we realized- there was Mass going on 'positive
' I can\'t believe they do that 'positive
' It\'s so rude ',negative
' Last night we met an Australian couple at our hostel and had a nice chat ',positive
' You meet a lot of neat people at hostels ',neutral
' It\'s pretty cool ',positive
' So anyway, Rome in general was loud, dirty and absolutely chock-full of people and cars and bikes ',negative
' The city really is like a human being, especially in the morning as you watch and hear it begin to awaken ',neutral
' What the hell am I going to do when I get back home ',negative
' Should I take the job Jamie offered me? Should I stay in Salem ',neutral
' These questions completely depress me ',negative
' so i ve discovered a new superpowe (and yes i do have others) 'positive
' i can dream and earthquake and it\'ll actually happen!! 'positive
' that\'s not entirely true ',neutral
' keep in mind my bed is lofted about 4.5 ft. high and i was hungover after having slept 4 hours ',neutral
' then my bro calls ',neutral
' then he calls again and, knowing that\'s the international sign for "pick up the frickin  phone," i picked it up thinkin  there was something wrong with him ',negative
' and he\'s like ',neutral
' i\'m like ',neutral
' huh, news travels fast 'positive
' he called my sister ',neutral
' THEY called me. i just wanted to frickin  sleep ',negative
' so i went back to sleep  till noon, took beau for a walk, surfed for four hours, cooked in the dark, read by candlelight for a little while, adn then the power came back on so i could watch tv ',neutral
' all in all, an interesting sunday ',positive
' all my plans were shot to shit  cause the cell waves were all packed and i couldn\'t get in touch with my friends very well ',negative
' yeah ',neutral
' useless day ',negative
' so i made a martini ',neutral
' this fuckers don\'t go down too easy ',negative
' oh, earthquake was rated highest at a 6.6 ',neutral
' what surprised me most (geekin  it up) was the frequency of the rumbles 'positive
' definitely in the audible range and very regular ',neutral
' but yeah ',neutral
' say ',neutral
' or how they make them sound in movies ',neutral
' the amount of energy required to move that much mass SUSTAINED at such a high frequency is ridiculous 'positive
' Earlier this week, Karina had invited me over to her townhouse ',neutral
' I got there a little after 7, Project Runway reruns playing on Bravo, and I asked, "Where\'s Kubik?" because she\'s usually very punctual ',neutral
' I take a seat in the armchair across from Karina, and while she\'s talking, a face appears in the window behind her, grinning and waving enthusiastically ',positive
' I jump, shrieking a little before I realize it\'s only Kubik 'positive
' Karina prepared a plate of 3 cheeses, red peppers, crackers, and we settle in front of the TV for some Project Runway ',neutral
' The two of them watch it, I half watch the movie while reading the newspaper, sometimes out loud, but Kubik complains, "SOMEONE IS TALKING while i\'m trying to watch a movie!!" but Karina defends me, "You re one to talk. ',neutral
' We watch Project Runway, but the repetition of the same 5 commercials becomes old fast ',neutral
' Haha, except nicer ',positive
' Sunday afternoon, Erica, Diana, and I are going to the Spy Museum ',neutral
' A compliment from a trendy teenager can brighten up anyone\'s day ',positive
' The three of us find our way to the Spy Museum and i\'m surprised by the number of young couples who are there, in addition to the usual elderly tourists and young families 'positive
' i\'m the slowest to go through the exhibits, and I soon lose Erica and Diana, occasionally catching up with them when they slow down ',neutral
' It\'s carpeted, so not too hard on the knees, and I see that someone left behind their brochure ',neutral
' While i\'m looking at an exhibit on bugging devices, this kid comes up behind me and hands me the pamphlet, "You dropped this. ',neutral
' We stop in the gift shop before heading home ',neutral
' The wind blows strongly outside, and Diana has a hard time pushing open the door, but a 7 or 8 year old boy who\'s already exited with his family helps her out by pulling while she pushes ',neutral
' It was cute ',positive
' I dipped my finger into the water and she drank the water that collected on it when I put it close to her ',neutral
' I had to fly out the door this morning and ended up being 10 minutes late for class, but we were doing a group project, so I dived in and did my part ',neutral
' I think he knows not to cross the line he crossed once before ',neutral
' There wasn\'t really nothing on campus I could do that I felt like doing ',neutral
' I do love the Chun Li pictures I found ',positive
' She\'s always been one of my favorite video game characters ',positive
' maybe it\'s because she can beat the living shit out of guys heh ',positive
' Plus ',neutral
' I love her outfit as well, except I think the laughing after she wins a fight in street fighter is kind of silly, but that\'s just me. Kikyo, from the Inuyasha series, has been another favorite of mine ',positive
' have a true normal life ',neutral
' LOL ',positive
' *whispers* especially if I factor Matt into the mix ',neutral
' ;) love u hun ',positive
' She is also very strong and keen, but carries the scars of her past ',negative
' Appleseed is another Anime movie I loved ',positive
' Wish I could get that ES.W.A.T uniform she wears ',neutral
' So, that\'s what I did for like a half an hour ',neutral
' I decided to get my annual supply of contacts with the knowledge if I did I could get a free webcam and a $30 rebate ',neutral
' I still have a few other appointments ',neutral
' I than went to Office Max and got two jump drives ',neutral
' They were on a special and heh ',positive
' I believe she entered in $17.88, instead of $18.88, so I got an unexpected discount 'positive
' It\'s a SanDisk Micro 1.0 GB jump drive, so not a bad deal ',neutral
' It feels so nice after a long workout ',positive
' So, I stayed at the YMCA for about 2 hours and went home to my little bird ',neutral
' It works great and I really like it ',positive
' It\'s actually something I thought about alot and I did stay dressed up for it ',neutral
' my guy hasn\'t seen me for about 4 months, so I wanted to look nice ',neutral
' *smiles* he said I looked cute as always ',positive
' thanks hun ',neutral
' i\'m sorry and I will get more focused ',negative
' So, I dedicate this song to you ',neutral
' Song: Col ',neutral
' i\'m always wrapped up i ',neutral
' Things I cannnot wi ',negative
' Something stron ',neutral
' Is i\'m sorry for the way I a ',negative
' And i\'m sorry about all the lie ',negative
' Maybe in a different ligh ',neutral
' Cause now i can se ',neutral
' I never really wanted you to se ',neutral
' It always seems to get to m ',neutral
' So many things you should have know ',neutral
' I guess for me theres just no hop ',negative
' *smiles* I will beat this thing ',positive
' *huggles to you all ',positive
' As I have said before I am happily not taking a class this semester, but these two particular functions were ones that were not to be missed ',positive
' The first was the dedication of a painting that was donated to the school by the students of Fr Damien Dietlein OSB, the Old Testament Professor there ',neutral
' The entire enterprise was done as a surprise to Damo (our name for Father) and he was genuinely touched and surprised by the affair 'positive
' The other activity was the inaugural session of Theology in the Round, a session intended to bring Seminarians, Lay Students and Alumni together for an evening of discussion surrounding a topic chosen by a guest speaker ',neutral
' Denis Robinson OSB whom I had for Early Church History and had been telling mrangelmeg about for months ',neutral
' I really wanted mrangelmeg to have a chance to experience Fr ',neutral
' After that discussion we spent some time in the little bar on campus which is called the Unstable ( Benedictines take a vow of stability, so they call the bar, the Unstable, get it? ',neutral
' I do miss them so very much, though I don\'t miss class at all ',negative
' We had a wonderful time ',positive
' And we got to see the Extreme Makeover Home Edition house in St. Meinrad (the town) as we drove to the Monastery ',neutral
' How cool was that ',positive
' Denis  class on Creed were having a quiz on Heresies in the early church on Saturday morning I was more than happy to be returning home Friday night ',positive
' And forget the Internet, where as much as 75% of all information is general nonsense ',neutral
' something the Internet has been missing since it was born ',neutral
' Five minutes is all you need, so grab a glass of your favorite wine, and enjoy your newfound knowledge ',positive
' If these prissy little installments are truly helpful, I may just have to take more requests ',neutral
' Welcome to the world of classical music ',neutral
' It\'s my world, a place where music in endless forms and varieties give me an entire lifetime of listening pleasure ',positive
' Since classical music is the oldest and largest genre of music in existence, let\'s study this music from one era to the next ',neutral
' 1 ',neutral
' Our first composers were mostly supported by the church (surprise!), and religion influenced early classical music more than any other source 'positive
' There was no formal system of notation, making composing very difficult and time-consuming ',neutral
' 2 ',neutral
' Music became more of an expressive art than a science, and music was now being printed, allowing sacred, secular, and instrumental music to spread everywhere ',neutral
' Claudio Montiverdi was one of the most prominent composers of this era ',neutral
' Baroque (1600-1750): The era of Bach, Handel, and Vivaldi saw the development of almost every modern instrument in use today, particularly the violin, clarinet, and piano ',neutral
' Composers used counterpoint, dance rhythms and repetition in their music ',neutral
' Think of this brief period as a launch platform of all the modern music to follow ',neutral
' Just kidding ',positive
' You can find nearly all of the most popular composers in this era, namely Mozart and Beethoven (both of whom didn\'t know they were writing "classical") ',neutral
' 5 ',neutral
' Composers of this era such as Tchaikovsky, Brahms, and Chopin wrote music with a wider dynamic range, using a larger variety of instruments ',neutral
' 6 ',neutral
' New subcategories of classical music were born every year, and more composers were writing music than all previous eras combined ',neutral
' And anything and everything was possible, from atonal to experimental to electronic ',neutral
' Over one hundred thousand composers fall into this period, including Copland, Stravinsky, and Ravel ',neutral
' 7 ',neutral
' Welcome to the contemporary classical period, where we see even more subcategories such as the minimalism of Philip Glass, the electric opera by John Corigliano, and the twelve-tone works of John Bilotta, a Bay Area composer ',neutral
' That was painless, wasn\'t it ',neutral
' Your next few leaps into classical music should now be a little easier ',neutral
' Add a little passion to your life each time you visit, and share my world with me ',neutral
' Arguments in favor: 2 ',neutral
' 8 of the "pro" arguments consist of someone listing what I take to be every single county in Oregon from which there are no appellate judges ',neutral
' there\'s all kinds of thought about how the measure will make judicial positions more or less political, whether those positions already are political, whether it matters that the Oregon constitution originally had district elections and switched to statewide some time ago, whether elections by district mean that some of the judges will be less qualified than others could have been or whether it means that currently underrepresented areas (think every rural area) will have a better chance to have someone who understands them in the appellate courts, etc ',neutral
' One of the few that seemed to me to say something worth saying was an argument in favor that was written by Ron Saxton ',neutral
' This surprised me, because I know from TV ads that Ron Saxton is running for something or other 'positive
' The one other somewhat-convincing argument was immediately after that one, also in favor, by an organization of Oregon farmers ',neutral
' There seemed to be at least a smidgen of personal experience reflected in that argument, something not really present anywhere else ',neutral
' ugh ',negative
' again, kerstin has proven to herself how she isn\'t who she wants to be yet ',neutral
' finding this out is almost as fun as finding out the effects of placing one\'s hand down a working garbage disposal unit ',positive
' :D ',positive
' lately all im capable is questioning things and my ablility to deal ',neutral
' there are no wrong decisions, only different outcomes!" but i can\'t ',neutral
' i don\'t want to make a mistake that i can\'t undo 'negative
' i don\'t want to burn any bridges, incase i ve crossed the wrong one 'negative
' my paranoia really knows no bound 'negative
' found out my mother cut open the top of her left foot and got 11 stitches, good job mommy :D ',neutral
' i talked to her today, she\'s ok. still a mess since i left from what my dad\'s told me but nothing new there ',neutral
' this amuses me so very much ',positive
' if you know my brother and his inablility to approach women, you\'d understand a lot better ',neutral
' mormor is is dealing w/ senile dementia still ',neutral
' it makes me sad, she\'s a tough old bird but she\'s just  not home anymore  ',negative
' i like/can deal w/ most of my classes ',neutral
' to nap ',neutral
' lost a syillibis for U.S. Gov. but the class is so cut  n  dry that it\'s no worry ',neutral
' just a lot of proofreading w/ that approach ',neutral
' (well, mostly two and 1/2 people know ',neutral
' ie ',neutral
' you know the one, where it has a shocked expression w/ pumpkin guts coming out of its mout 'positive
' so easy and cool~ish looking ',neutral
' and handling of pumpkin guts which is double fun esp. when you have a squimish person working w/ you X ',positive
' i miss hug ',negative
' but im still laughing a lot ',positive
' things make me laugh here, esp. my roommates ',positive
' haven\'t had any major fights w/ roomies, not even small ones ',neutral
' one last note ',neutral
' speaking in thrid person amuses kerstin ',positive
' take care guys ',neutral
' so i had this dream ',neutral
' really ',neutral
' but i\'ll give ya a clue ',neutral
' but its NOT ben ',neutral
' surprising i know 'positive
' any ways so about my dream ',neutral
' and i held my head there for a while ',neutral
' dont worry its not ',neutral
' infact i\'m done ',neutral
' nothing else happened in the dream we just cuddled and it was real sweet ',positive
' like wanting to dooo any thing to be with him ',neutral
' ok peace ',neutral
' Seeing a scarred, bearded man in a rippling black overcoat warmed my heart, because his fingers were painting a trembling solo on his acoustic guitar ',negative
' Eventually, the music faded away, and the guitar slipped back into its bag ',neutral
' "Oh," he said, and smiled ',positive
' A few seconds later he turned to me and asked, "Are you going to be here a while? ',neutral
' "Ah, thanks. ',neutral
' i was very disappointed ',negative
' but i insisted on getting a violin so i took the bus to spirited music and rented one from there ',neutral
' i think i\'m quite good for the amount of time i ve been playing ',neutral
' its actually a pretty easy song, i suggest it for all beginers who are really quite sick of playing twinkle twinkle ',neutral
' le cygne is usually played on cello, so just bring it an octave up ',neutral
' those pegs are hard to push back in, especially the E string peg, that was a real bitch ',negative
' that would be pretty sweet ',positive
' last night me and mike and christina and a bunch of people went to the bar and i got raving drunk on just 2 coolers ',neutral
' i suck when im drunk, i just get dizzy and fall asleep, so once i was finished making an idiot of myself at the bar i dozed for hours on mikes couch ',negative
' i wrote a little bit of my book, but not much ',neutral
' thats all i\'m going to mention right now ',neutral
' and disgusting ',negative
' i\'m an avid listener of the programme ',neutral
' I love the show because I learn so much ',positive
' Today, though, I heard the commentary of Susan Lee ',neutral
