@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'once got of and started down got turned on because started acting jumpy , darting over , picking up , randomly chewing on , probably wanted play but there\'s not much for on especially on down steep','',neutral
'was surprised see sitting so still ; spastic must have been turned off','',positive
'\' started off with ; year-old shepard-pitbull','',neutral
'has bad left which do not think has','',neutral
'during were calling since was nameless because when was laying on back in would kick like was riding ; wrote down on but guess did not like','',neutral
x,'',neutral
was,'',neutral
'was fun-filled','',positive
turned,'',neutral
'jumped in and blew','',neutral
cried,'',negative
'lol [ are cute , no','',positive
'was scared see with','',negative
'made more scared','',negative
'first tore up','',negative
'and tore up','',neutral
'😄 was really yummy',😄,positive
'is of','',neutral
'think has on x','',positive
'adore with','',positive
<,'',neutral
'did not even think about what was wearing or and just left','',neutral
'','',neutral
'looked tired','',neutral
'har har','',neutral
'goes show have bigger than , dearest','',positive
xddd,'',neutral
'xd oh well ~ was coolio','',neutral
'need new','',neutral
'was sooo fun','',positive
'was like exciting where walked in','',positive
'was like in and so','',neutral
'and so try warm up','',neutral
', suck','',negative
'do not know','',neutral
'anywho , was awesome','',positive
'so , is where begin','',neutral
'and of attended','',neutral
'as walked','',neutral
'and even more','',neutral
'with , should get for surviving long with','',neutral
'then met','',neutral
'that too','',neutral
'because have snazzy','',neutral
'check out on','',neutral
'anywho , got really interesting','',positive
'\" unexpected from past with resurface','',positive
'and guess what','',positive
'saw during','',neutral
'have not seen in like','',positive
'then , unexpected too','',positive
'as for , got \" will find by helping','',positive
'eff likes','',neutral
'was pretty good','',positive
'check out \" little \"','',neutral
'and then meet \" \"','',neutral
x,'',neutral
'first was in','',negative
'xd yes , was baring , and then popped','',neutral
'anywho ~ was fun','',positive
'am going do again next for fun','',positive
'interact ended up being whole better than had expected','',neutral
'stand by , sinking slowly , being sucked beneath of cool , wet','',neutral
back,'',neutral
'enormous of gray , only momentarily visible as are back-lit by silent , random','',neutral
'stretch out as far as will reach just as first of','',neutral
'being tallest on in and living write about','',neutral
'although likes point out that for is','',neutral
'regardless of temporal as far as is concerned , still moves ahead at frighteningly rapid','',negative
'ordered first of who on','',neutral
'no , not new first , black and white ago suck first first','',negative
'sorry but british','',neutral
'historical was having as and wanted go','',neutral
'assumed with in and working keep there that would just be and ; little did know that invited accompany','',positive
'on , put in','',positive
'am totally going start','',positive
'used have done by so maybe will return','',neutral
'am actively seeking and other , however , if find want get out of allow move quickly','',neutral
'and on , enjoy of','',positive
'well , re half-way through','',neutral
'can not believe','',positive
amazing,'',positive
'will sightsee there and then take in','',neutral
'from there on and then','',neutral
wow,'',positive
'there is or everywhere look','',neutral
'or was awesome','',positive
'is still standing for see is well , feel very lucky','',positive
amazing,'',positive
'enter was about','',neutral
'in close quite early , so by got in did not have whole of see','',neutral
'ah well','',neutral
at,'',neutral
'walked around pretty much entire until found','',neutral
'was beautiful , and full of and','',positive
'did not have wait too long , though','',neutral
'inside was stunning- and full of','',positive
'and then realized- there was going on','',positive
'can not believe do','',positive
'so rude','',negative
'last met at and had nice','',positive
'meet of neat at','',neutral
'pretty cool','',positive
'so anyway , in was loud , dirty and absolutely chock-full of and and','',negative
'really is like human , especially in as watch and hear begin awaken','',neutral
'what am going do when get back','',negative
'should take offered should stay in','',neutral
'completely depress','',negative
'so ve discovered new and yes do have','',positive
'can and and will actually happen','',positive
'not entirely true','',neutral
'keep in is lofted about high and was after having slept','',neutral
'then calls','',neutral
'then calls again and , knowing that\'s for \" pick up frickin , \" picked up thinkin there was wrong with','',negative
'and like','',neutral
like,'',neutral
'huh , fast','',positive
called,'',neutral
'called just wanted frickin','',negative
'so went back sleep till , took for , surfed for , cooked in , read by for little , adn then came back on so could watch','',neutral
'in , interesting','',positive
'were cause were packed and could not get in with very well','',negative
yeah,'',neutral
useless,'',negative
'so made','',neutral
'do not go down too easy','',negative
'oh , was rated highest at','',neutral
'what surprised most geekin up was of','',positive
'definitely in audible and very regular','',neutral
'but yeah','',neutral
say,'',neutral
'or how make in','',neutral
'of required move much sustained at such high is ridiculous','',positive
'earlier , had invited over','',neutral
'got there little after , playing on , and asked , \" where\'s \" because usually very punctual','',neutral
'take in across from , and while talking , appears in behind , grinning and waving enthusiastically','',positive
'jump , shrieking little before realize only','',positive
'prepared of , red , , and settle in of for','',neutral
'of watch , half watch while reading , sometimes out loud , but complains , \" is talking while trying watch \" but defends , \" talk','',neutral
'watch , but of same becomes old fast','',neutral
'haha , except nicer','',positive
', , , and are going','',neutral
'from trendy can brighten up','',positive
'of find and surprised by of young who are there , in usual elderly and young','',positive
'slowest go through , and soon lose and , occasionally catching up with when slow down','',neutral
'carpeted , so not too hard on , and see left behind','',neutral
'while looking at on bugging , comes up behind and , \" dropped','',neutral
'stop in before heading','',neutral
'blows strongly outside , and has hard pushing open , but or old who\'s already exited with helps out by pulling while pushes','',neutral
'was cute','',positive
'dipped into and drank that collected on when put close','',neutral
'had fly out and ended up being late for , but were doing , so dived in and did','',neutral
'think knows not cross crossed once before','',neutral
'there was not really on could do that felt like doing','',neutral
'do love found','',positive
'always been of favorite','',positive
'maybe because can beat out of heh','',positive
plus,'',neutral
'love as well , except think after wins in is of silly , but just , from , has been favorite of','',positive
'have true normal','',neutral
lol,'',positive
'* whispers * especially if into','',neutral
'😉 love',😉,positive
'is also very strong and keen , but carries of past','',negative
'is loved','',positive
'wish could get that w wears','',neutral
'so , what did for like','',neutral
'decided get annual of with if did could get free and','',neutral
'still have few other','',neutral
'than went and got drives','',neutral
'were on special and heh','',positive
'believe entered in , instead of , so got unexpected','',positive
', so not bad','',neutral
'feels so nice after long','',positive
'so , stayed at for about and went little','',neutral
'works great and really like','',positive
'actually thought about alot and did stay dressed up for','',neutral
'has not seen for about , so wanted look nice','',neutral
'* smiles * said looked cute as always','',positive
'thanks hun','',neutral
'sorry and will get more focused','',negative
'so , dedicate','',neutral
:,'',neutral
'always wrapped up','',neutral
cannnot,'',negative
'','',neutral
'is sorry for','',negative
'and sorry about','',negative
'maybe in different','',neutral
'cause now can se','',neutral
'never really wanted se','',neutral
'always seems get m','',neutral
'so many should have know','',neutral
'guess for just','',negative
'* smiles * will beat','',positive
'* huggles','',positive
'as have said before am happily not taking , but particular were that were not be missed','',positive
'first was of that was donated by of , there','',neutral
'entire was done as for and was genuinely touched and surprised by','',positive
'other was of in , intended bring , and together for of surrounding chosen by','',neutral
'whom had for and had been telling about for','',neutral
'really wanted mrangelmeg have experience','',neutral
'after spent in little on which is called unstable take of , so call , unstable , get','',neutral
'do miss so very much , though do not miss at','',negative
'had wonderful','',positive
'and got see extreme in as drove','',neutral
'how cool was','',positive
'on were having on in early on was more than happy be returning','',positive
'and forget , where as much as of is general','',neutral
'has been missing since was born','',neutral
'is need , so grab of favorite , and enjoy newfound','',positive
'if little are truly helpful , may just have take more','',neutral
'welcome of classical','',neutral
', where in endless and give entire of listening','',positive
'since classical is oldest and largest of in , let\'s study from next','',neutral
'','',neutral
'first were mostly supported by , and influenced early classical more than other','',positive
'there was formal of , making composing very difficult and time-consuming','',neutral
'','',neutral
'became more of expressive than , and was now being printed , allowing sacred , secular , and instrumental spread everywhere','',neutral
'was of most prominent of','',neutral
'baroque ): of , , and saw of almost modern in , particularly , , and','',neutral
'used , dance and in','',neutral
'think of brief as of modern follow','',neutral
'just kidding','',positive
'can find nearly of most popular in , namely and of whom did not know were writing \" classical \"','',neutral
'','',neutral
'of such as , , and wrote with wider dynamic , using larger of','',neutral
'','',neutral
'new of classical were born , and more were writing than previous','',neutral
'and and was possible , from atonal experimental electronic','',neutral
'over thousand into , including , , and','',neutral
'','',neutral
'welcome contemporary classical , where see even more such as of , by , and works of ,','',neutral
'was painless , was not','',neutral
'next few into classical should now be little easier','',neutral
'add little , and share with','',neutral
'in :','',neutral
'of \" \" of what take be single in from which there are appellate','',neutral
'there\'s of thought about how will make judicial more or less political , whether already are political , whether matters that originally had and switched statewide ago , whether by mean that of will be less qualified than could have been or whether means currently underrepresented think rural will have better have who understands in appellate ,','',neutral
'of few that seemed say worth saying was in that was written by','',neutral
'surprised , because know from that is running for or other','',positive
'other somewhat-convincing was immediately after , also in , by of','',neutral
'there seemed be at least of personal reflected in , not really present anywhere else','',neutral
ugh,'',negative
'again , has proven how is not who wants be yet','',neutral
'finding out is almost as fun as finding out of placing one\'s down','',positive
😄,😄,positive
'lately capable is questioning and deal','',neutral
'there are wrong , only different \" but can not','',neutral
'do not want make that can not undo','',negative
'do not want burn , ve crossed wrong','',negative
'really knows','',negative
'found out of left and got , good 😄',😄,neutral
'talked , ok still since left from what told but new there',ok,neutral
'amuses so very much','',positive
'if know and approach , understand better','',neutral
'is is dealing w/ senile still','',neutral
'makes sad , tough old but just not anymore','',negative
'like/can w/ most of','',neutral
'','',neutral
'lost for but is so cut n dry that','',neutral
'just of proofreading w/','',neutral
'well , mostly and know','',neutral
'','',neutral
'know , where has shocked w/ coming out of','',positive
'so easy and cool ~ looking','',neutral
'and handling of which is double esp when have squimish working w/ x','',positive
miss,'',negative
'but still laughing','',positive
'make laugh here , esp','',positive
'have not had major w/ , not even small','',neutral
last,'',neutral
'speaking in thrid amuses','',positive
take,'',neutral
'so had','',neutral
really,'',neutral
'but will give','',neutral
'but not','',neutral
'surprising know','',positive
'so about','',neutral
'and held there for','',neutral
'dont worry not','',neutral
done,'',neutral
'else happened in just cuddled and was real sweet','',positive
'like wanting dooo be with','',neutral
'ok peace',ok,neutral
'seeing scarred , bearded in rippling black warmed , because were painting trembling solo on acoustic','',negative
'eventually , faded away , and slipped back into','',neutral
'\" oh , \" said , and smiled','',positive
'few later turned and asked , \" are going be here','',neutral
'\" ah , thanks','',neutral
'was very disappointed','',negative
'but insisted on getting so took spirited and rented from there','',neutral
'think quite good for of ve been playing','',neutral
'actually pretty easy , suggest for who are really quite sick of playing','',neutral
'is usually played on , so just bring up','',neutral
'are hard push back in , especially , was real','',negative
'would be pretty sweet','',positive
'last and and and of went and got raving drunk on just','',neutral
'suck when drunk , just get dizzy and fall asleep , so once was finished making of at dozed for on','',negative
'wrote little of , but not much','',neutral
'going mention right now','',neutral
'and disgusting','',negative
'avid of','',neutral
'love because learn so much','',positive
', though , heard of','',neutral
'depends on what measuring','',neutral
'do not measure accurately , and find be disgusting','',negative
'and of changes for worse for , making mere in computerised , with for free','',negative
'forcing into is exactly what creates so many in (* ahem * are at with over , know','',negative
'is dangerous force into','',negative
'is like throwing eat into','',neutral
'who is going buy of and','',negative
'* in of *','',neutral
'how disgusting would be see turn into','',negative
'and who would be who off of of and','',negative
'and , do ask , who profited from in first','',negative
'yes , mentions','',neutral
'are dispicable','',negative
': \" , who buy and sell , bring disparate on political in into central','',neutral
'would be throwing out for','',neutral
'plus , in such secretive , would not promote','',negative
'selling of top profit off of killing of in','',negative
'and there\'s really encourage who can afford gamble on of do so dispicable and amoral','',negative
'is sickening','',negative
'there is so much for worst of in doing like , let\'s not encourage , please','',negative
'\" in last , has flourished','',neutral
'maybe is not','',neutral
'shudder think','',negative
'manages dive on recent that emerged from and turn around make on and','',negative
'apparently in are connected in despite that were pure and are involved in civil , and slow from was','',neutral
'does see with','',neutral
'in is fighting','',neutral
'want out of','',neutral
'as long as there are anywhere doing , can not pull out','',neutral
'matters is want out of , so means have stay','',neutral
'is that abandoned for in and went into under incredibly false','',neutral
'\" worried that too many , in and out , do not appreciate of and of that faces , \" said at','',negative
'called \" more evil , or as evil , as and probably more dangerous than fought during long cold','',negative
'suggest that of disorganized trying replicate is more evil and more dangerous than what did is beyond off-base , beyond stupid','',negative
'flat-out disgusting','',negative
', re scraping','',neutral
'apocalyptic last : wandering through large that are stuffy and crowded with lying on covered with , most of separate from other','',negative
'aggressive with mean faces and nasty staking out , telling move along','',negative
'try find comfortable and down that seems get smaller as gets','',neutral
'and somehow melt away as begin depart - leaving behind','',neutral
'am , by means ,','',neutral
'for , took in','',neutral
'have several','',neutral
and,'',neutral
and,'',neutral
'now , understand , when comes right down , am from','',neutral
'had never before seen by of - closest have ever gotten is watching \" \"','',neutral
real,'',neutral
'oh , and think made really nervous - like was going blow runny on and forever ruin with bodily','',negative
'did not like very much','',negative
', no should see in','',neutral
'like said , of','',neutral
'was excited see as have of blame gross and really wanted get at up close viewing','',positive
'- and hostin','',neutral
'','',neutral
'glenoid-humoral \" of were very interesting , such as and','',positive
'in , were solemn - laying on as if in deep','',negative
'seeing in was very interesting','',positive
'also interesting were of - healthy and diseased','',positive
'odd about is that goes from being being of of bizarre','',positive
'again , am of , and that has drawn of at that am off-base','',neutral
'now , can see are not sees in','',neutral
'also has look at diseased usually reserved for , who , ve noticed , seem get * very * excited over like and','',positive
'basic and in are must see','',neutral
'however , for , more \" artistic \" were more of off - willingly admit that was very attached in , and of being displayed like makes sick','',negative
'as , there have been interesting regarding of for such as guess entire has sparked various \" \"','',neutral
'while has huge of and medical has do dirty there have been , and as where come from','',neutral
'however , of might not be as professional personally , avoid if were','',neutral
'dislike feeling especially when had for','',negative
'just thought let know','',neutral
'still being bothered by craziest smells','',negative
'also constantly congested , and ve been having in','',neutral
'which of , makes feel nauseous','',negative
'besides of , ve been feeling great','',positive
'was able tell of at that am pregnant , so been fun hear of','',positive
'since is just starting , ve been eating , and funny because are letting get away with going first saying am eating for','',positive
'keeps asking if re going find out if re having or','',neutral
'alright , re about eat , so until next','',neutral
', went for','',neutral
'has not been very eventful in','',neutral
'most exciting of whole was going with , and , and lasted less than','',positive
'do not except , because is taking as previously stated , and hates more than hates else','',negative
besides,'',neutral
'or like','',neutral
'keeps yelling and pounding on','',negative
'just asked , \" how would prefer','',neutral
'or hot with and','',neutral
'\" what think','',neutral
'as can tell , has been short of tremendous','',positive
'looks like puked up several and , and then pasted on','',negative
', , is very nervous','',negative
'was just eating few away from saw at , and ran away','',neutral
'pretty disgusting','',negative
'freakin hate when get in bad and not just','',negative
'just kinda just of little and then get sad and just want go cry and just be away from','',negative
'just want','',neutral
'mean know but cant put into and just dont want say guess','',neutral
'and not trying be mean but if say dislike and are like \" why why why \" and try explain but re just like \" stupid shouldnt dislike \" pisses off if have defend for disliking','',negative
'and of only highly dislike','',negative
'actually only highly dislike','',negative
'mean have dislike and shouldnt question cuz arent and dont know and just stop','',negative
'cuz hate tryin prove','',negative
'consider nice and should have dislike','',negative
anyways,'',neutral
late,'',neutral
'looked over at and said \" hey , feel like going pass out','',neutral
'woke up picking up and saying , but could not hear','',neutral
'hope can at least pass out sometime when sweet , like when driving or heavy','',neutral
'know have not been writing 4 long','',neutral
'anyway , few ago , visited and ate and proper and','',neutral
had,'',neutral
'luckily , stopped in for','',positive
'did not climb very high up but was not bad either','',neutral
'was taking and saw too','',neutral
'love \" absolutely \" ever since','',positive
by,'',neutral
'was uhm harsh','',neutral
'being trained by , is','',neutral
'not mention find be incredibly intimidating(sp','',negative
'felt up until was count','',neutral
'guess made feel little more at','',neutral
'second went in and was so paranoid','',negative
'of was stressing too much because as proceeded , began feel becoming more and more comfortable with','',negative
'was exact down last , what that was for lol','',positive
'went relatively smoothe','',neutral
'at of was exact again','',neutral
'have go in at and stay till','',neutral
'is going suck so much','',negative
horrible,'',negative
'hopefully will go smoothe','',neutral
'definately done bitching for now','',negative
'little on , as of are now done and graded , and still retain','',neutral
'assume until proven otherwise that ought be able excel at highest at most , so top in of was always from','',neutral
'thus , , mandatory , and ve been in were ve assumed were most likely potentially drop','',negative
'so far turned out be little believe got perhaps wrong over or in of and secured easily in','',neutral
'of is really of , but is nice know that seem be improving in which were previously more difficult','',positive
'dislike of having in ; same need for that leads trying further develop natural into','',negative
'why try hone as do','',neutral
'have off of now , do and move and probably take up','',neutral
'going have go out sometime','',neutral
'little unfortunate , but at least saves from actually walking there','',negative
'if had not been so important have refused anyway- who\'s going watch while gone','',neutral
'while ve got in , would not like think about what could happen if','',negative
'sent last that came around off with such red , was did not pass out','',positive
called,'',neutral
'good that old enough learn on own and not from , by teaching or , because are stupid','',positive
'on in , and ve come most have of what turn , , and sinks are for','',neutral
'saw after take then leave without washing','',neutral
'told about , and was only who actually washed','',neutral
'finally snapped and yelled out at last \" does wash frigging after using anymore','',negative
'disgusted , dried , walked out , and yelled \" \" toward where of had congregated for late','',negative
'were in of eating , were holding girl\'s or','',neutral
'','',positive
'while have whatsoever that is clean and free devote at least as much cleaning that as do ; dating should be weary of possible probably accompanies sexual with if can not even take of , cannot say same for , and cannot vouch for where have been prior touching same that have , such as , flush , and handles','',negative
'hey , explain where came from : \" did not wash in , then cleaned off , and now have','',negative
'wash damned','',negative
'unclean \" should at very least be on interstate','',neutral
'simply entering should make feel dirty and in want of','',negative
'saw \" \" at local , in local','',neutral
'has not been updated since approximately was first released','',neutral
'but was nice get out with , do not get see very much at in other than as \" \" , and as single male with , hard associate with \"','',positive
'ask , usually have about of childless relate and','',neutral
'not has , loves and works with , but ve never honestly been much of','',positive
have,'',neutral
'can not beat , can not yell and at , but can not ignore either','',negative
'but unlike said , grow-up at , and most at least realize that can not just go around pissing off','',negative
'though undoubtedly do','',neutral
sucked,'',negative
tricky,'',negative
'was just full of , there was not even gratuitous that might otherwise associate with stars entire of but athletic','',negative
'but was just full of that could drive through','',negative
'','',neutral
'ok , so at find dead in of','',neutral
'\" oh kill outside and bring inside eat','',neutral
'but on of , there are drop-offs of of that had be traversed by clinging','',neutral
'so how holy did get through','',negative
'how did traverse','',neutral
'\" hey \" think , good','',neutral
'explore for little , then','',positive
'is first thought \" well , must find across','',neutral
'what\'s','',neutral
'is there deep in','',neutral
'','',neutral
'hell no','',negative
'if took in of , perhaps might be worth venturing into escape large that prayed upon human so very long ago , but even was well before took drawing','',neutral
'after and subsequent as different was just simply retarded , came back and watched','',negative
'alright , like in enjoy if really else watch','',positive
'also caught of new about wanna-be super on','',neutral
'is entertaining , but got old-school , like original or','',positive
'and subsequent such as reflect making : whole has gotten darker , literally and figuratively','',neutral
'look at : original was in with , had human and','',neutral
'\" - \" , good','',positive
'\" do worry that re not liked','',negative
'how long til break','',neutral
're happy cause , but how much can fake','',positive
'yea ok , so do not know what has do with , but catchy',ok,neutral
'then head around','',neutral
'was , from and was apparently heading','',negative
'at about , jumped-ship and headed up , expecting \" \" likes of which experienced last headed from by','',neutral
'come , jumped back on , since was pretty packed , and did not want go through','',neutral
'of sucked','',negative
'so back on , putting up with , picked up well above where should have been , cleared little of , little more above , but was still pretty frigging busy up','',negative
'got into , picked up , went and waited for','',neutral
'how can so extensively at','',neutral
'so not doing unless absolutely necessary','',negative
'yes , in , ve become','',neutral
'so proud of','',positive
'runs over , score of','',neutral
'--- --- --- --- --- --- ----','',neutral
'---- --- --- --- --- --- ----','',neutral
'yeah , cocky , supercilious who eats as if had been walking in feasting on but for','',negative
'scored runs in 4th because of shoddy by','',neutral
'would just never','',neutral
'in , tried score when third got away','',neutral
', who was blocking , reached up and snared as arrived at','',neutral
'went flying backwards and landed with huge in left-handed','',neutral
'when asked whether was right , said was and proceeded tell that knew was coming','',neutral
'oh well , how often does see at anyway','',neutral
'who can forget and at in 12th of','',neutral
'hit , comes up firing , third , , brings then , few up , and then happens','',neutral
'knocks into and permanantly knocks into somewhat more precarious','',negative
'so , in , held on win by of','',neutral
'is probably most have banned from destroying like','',neutral
'yes , can happen but , as , most exhilarating play in','',positive
'said does not happen often so does not bother','',neutral
'there is usually good and is','',neutral
'was of funny','',positive
'not as if has never gotten before','',neutral
',','',neutral
'were intentionally walking load up','',neutral
'screamed for throw and did','',neutral
'landed by and picked up with bare','',neutral
'says still remembers play','',neutral
'told that remembers mostly because was being played in and very rarely play when raining','',neutral
'then saw lying on and screamed for touch','',neutral
'remember walking off disgusted with','',negative
'completely mobbed and were bounding around as if were of','',neutral
'good faithful','',neutral
'and just went out go for','',neutral
'liked , am really happy be able ride again','',positive
'was at was check see if had deposited into yet','',neutral
'was , precisely more than had','',neutral
'','',positive
'was pretty bummed out , because meant put on , hate when do , what\'s bloody','',negative
'especially when bloody','',negative
'would not bother much , except last deposited had on','',neutral
'so , here am with right there that can not get of , and really want spend at on','',neutral
'get does not want go weird on','',neutral
'pretty old , but not rude about','',neutral
'not ignorant , just old which is pretty damn rare','',negative
'earlier , put on - , and asked if ever listened radio anymore','',neutral
'pride on listening wide of','',positive
'swelled with','',positive
'was sad , but helped move','',negative
'despite large of took , barely notice in','',neutral
've already told moving on of 26th , and just need get of so can make formal','',neutral
'could probably find swing , but would be little cramped','',neutral
'love * sniffs','',positive
'also tried do , was first can set','',neutral
'can go , also did same , has off so can go','',neutral
'funny , think , that love so much that re willing schedule schooling around','',positive
woohoo,'',positive
'was of confused','',neutral
'need make few calls , but in and has only that works right now','',neutral
'same , have written down on of so do not forget when comes','',neutral
'and since put that was living with , and only makes , can almost guarantee that will get accepted for , and said will pay for','',neutral
'which is crazy good , especially if living with , who only asks for , , and','',positive
'well , could splurge','',positive
'do have pay like for','',neutral
'and say for , only owe','',neutral
', thinking looking pretty good','',positive
'so , am busy','',neutral
'get be , and get more and','',neutral
'try tell that not impressive see on','',neutral
'need have ready so can be looking for in after','',neutral
'finally feel little more independent','',neutral
'here\'s of need do','',neutral
'just need get , then think mail when decide or','',neutral
'after , then make calls mohawk ask about , and','',neutral
'talk concerning from','',neutral
'just opened up , so not like late , ve been open for whole , and can register until mid , so ve got , however , do not want wait , why went on do asap','',neutral
'so , gonna make little sad','',negative
'not mention','',neutral
'know , do , be independent','',neutral
'anyway , smart of says go , make , get stronger , get ready and train be stronger like did on','',neutral
'mean , told on , or somewhere around there , come help out , and was not backing out','',neutral
'miss and re smartest , most responsible ve ever been of','',negative
'however , playful , of tells fuck and go watch with','',negative
'in , sent , and still has not responded , so do not know when will be here','',neutral
'','',neutral
'like know named , and','',neutral
'just as , here\'s wrote','',neutral
'defensible , however unproven','',neutral
'like , not because disagree with , but because when disagree with , , and know how need have big and can not lose , always fall into , or as known ,','',negative
'try stay out of , as can not stand being lowered , but sometimes just want do what and did','',neutral
'go and smash in because like aggravate','',negative
'when go on about , like discussing like was better , or','',neutral
'personally enjoyed more , but thought was far more artistically done with fantastic','',positive
'whereas go on there , on there are constantly saying sucked , and is allowed like because sucked and was horrible','',negative
'or have trying tell that was horrible','',negative
'disgusting that have feel relieved when find that has calmly discussing of','',negative
'well , gonna go on and try ignore','',neutral
'so confuzed','',neutral
'dont like quite frankly dislike very much , dont ask why cause couldnt tell','',negative
'know is suck and not looking for here','',negative
'only writing down because when see in writing sometime understand bette','',neutral
'hate bette','',negative
'why cant just be happy with good enough','',positive
'could always be better so never be happy','',negative
'','',negative
'but wat does \" in and will give of \" , mean','',negative
'suck , completely and thouroughly','',negative
'feel like constantly need','',neutral
'ahhhhhhhhhhhhhhhhhhh why do hate','',negative
'just wanna have fun and be happy and simple like','',positive
'just giggle giggle thats do and need is and laugh with','',positive
'want be','',neutral
'make sick , ought be horrifically detained , believe was first in have had resort extreme','',negative
'do not listen or what','',negative
'perhaps am just being petty , but did really annoy absolutely outrages as how evil , and canniving are','',negative
'imagine , transporting , out of , and triggering with simplistic of disposable','',negative
'just can not believe','',positive
', has , evidently officially gone if so-called \" \" is in , whilst could have been dealing with innocent lost , on different','',negative
'so , am thankful still be alive','',positive
'for now ve been doing and at of get talking too about not doing of at , and ve just discovered why','',neutral
', while trying demonstrate how effectlivley could beat up if ever had complete of and decided attack slipped on trying demonstrate backwards and hit with what assured was sickening','',negative
'so now have in of','',neutral
'which , just so know , really fucking hurts','',negative
'in , bought of stupid','',negative
'now on political , so if find distasteful , feel free exit now','',negative
'on more serious , just open up or and will find that * should * , and which definitely are bothering here is just from','',negative
'\" - while suspects were hatching , was quietly seeking divert that was supposed be spent developing new','',negative
'have spent of and countless human on whole','',neutral
'does not even begin address of civil and of or most of just seems be blissfully unaware of','',negative
'can and will find what take try and get','',neutral
'perhaps being alarmist , but of and personal in of \" \" scares am fine with heightened at','',negative
'in , last asked if am \" scared \" of flying and going on','',negative
'pervasive of \" is watching \" say \" only have put up with for more \" while say , \" get in','',neutral
'such being slight civil of riding on','',negative
'often only concerned in in busy or','',neutral
'sadly , due current legal , forcefully conveying and concerned with sitting in such are verboten','',negative
'knowing and speaking out , with up on can usually last of','',negative
'works in','',neutral
'for who feel powerless and fearful of , yet want take , there is always more grating than knowing either cannot read or for','',negative
'away from and made be of of','',neutral
'as , after , has been developed shift blame and','',negative
'thank over','',positive
'really hate am','',negative
'was not even discussed','',neutral
'fuck can not wait live alone','',negative
'if ever live with , better be clean','',negative
'come after and is fucking disgusting','',negative
what,'',negative
'cleaning out and saved and too','',neutral
hahah,'',positive
'and random and','',neutral
'gotta love','',positive
'did not even get when saw on','',neutral
'used be so sad about','',negative
'still have and ,','',neutral
'of last','',neutral
'most say first , but totally is not','',neutral
'euphoric almost','',positive
wowo,'',positive
'deep like kiddy','',neutral
good,'',positive
're down final of','',neutral
'hate when certain always seem be better at in do','',negative
'maybe if just tried hard enough , without putting down','',neutral
'guess not going continue with more','',neutral
'still pretty freaked out by next','',negative
'seems dead and most probably will not be able keep up with else sure is going be thrown at if could be weirded out','',neutral
'wish would end','',neutral
'dislike negative , non-beneficial change in and','',negative
'do not like','',negative
'where has in gone','',neutral
'were beautiful','',positive
'only enjoy , is live','',positive
'then , are gone','',neutral
'miss and is','',negative
'last watched so close up was back when was still young','',neutral
'why is so much more complex now','',neutral
'where should go on from here','',neutral
'sms-ed , in','',neutral
'gave in','',negative
'replied , asking give , which did','',neutral
'told about and for upcoming','',neutral
'just wanted can confide about faced at and in','',negative
'about basic needs being met and wanting find other in','',neutral
'have yet establish for','',neutral
'yet , do not know means achieve','',neutral
'feel so lost','',negative
',','',neutral
'hurts soooooo much','',negative
'hate going , well hate is strong','',negative
'dislike going','',negative
'bad new','',negative
got,'',neutral
'have go back shrug at','',neutral
'have have healthy','',neutral
'\" playing and are alike , have say without really say and make sure get want see','',neutral
'and for dislike doing politic cause manipulating , , are what does','',negative
'are moving , , on','',neutral
'is from , where works , but still from , where go','',neutral
'win win','',positive
'will remain in , so thought be coming back here occasionally , but and have had several vicious , scarring','',negative
'spend joyfully packing','',positive
'like presents in','',positive
'probably do','',neutral
've considered not coming for see because dislike so much','',negative
'no , last is not true','',neutral
'next and bumped with','',neutral
'\" are not of \" am','',neutral
'\" really','',positive
'\" look like , guess','',neutral
hahaha,'',positive
'sitting next started small-talk','',neutral
'attractive and high','',neutral
'totally dangerous','',negative
'disengaged after second','',neutral
'just because , know , too cheesy live','',negative
'also , came last','',neutral
'not sure why did , or why allowed happen , or whatever','',neutral
'maybe wanted fuck with , which usually happens anytime feel relatively okay','',negative
'maybe was nostalgic','',negative
'need go like whoa','',neutral
'tell here so will just give general of','',neutral
', , amazing irish named , and in and can only lead once in','',positive
', , , , , , , , will , , , , , , , , , of haha , , love','',positive
'made amazing and do not know what gonna do without','',positive
'so came back right in , right before was put on severe high','',neutral
'really lucky about','',positive
'actually pretty good at driving normal , so excited','',positive
'got great presents and had awesome 16th','',positive
'not like much has happened since last','',neutral
'there is always so much have do that before know is gone','',neutral
'here even at are so different than expected','',positive
'loving at','',positive
'feel more at now that kind of know what want do with , but more scared because feel like is ahead of have admit though has freaked out about','',negative
'always keeps thinking about','',neutral
'scared death about getting after','',negative
'can not wait , but nervous as now','',negative
'what if goes as planned and can not get and stuck doing that hate','',negative
'of who is also in was in','',neutral
'was saying how had same and that from huh','',positive
'weirdest is is who went with since high','',positive
'is if ever comes','',neutral
'excited go always like go different and plus will be nice go out and do fun','',positive
'was definitely shocking , but atleast can say have ridden in before','',positive
'am still having walking straight and am slurring so excuse , but are getting better','',neutral
'was there for whole while was scared , losing , and fearing for , and will always remember','',negative
'was go sleep and never wake up , but after taking of dreadful cold that put on in first , was becomming too real too fast','',negative
'have ever wanted be with that is of other but are afraid ask','',negative
